"Path","Model","SourceStem","Case","Feature","PlanPath","MethodName","Status","TotalSteps","ExecutedSteps","FailedStepSeq","FailedTool","LocatorFailures","Notes"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_1","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_1/case-001/AuditLogTest.playwright-plan.json","testAdminCanViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_1","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_1/case-001/AuditLogTest.playwright-plan.json","testCustomerCannotViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_1","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_1/case-001/AuditLogTest.playwright-plan.json","testAuditLogDisplayFormat","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_10","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_10/case-001/AuditLogTest.playwright-plan.json","testAdminCanViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_10","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_10/case-001/AuditLogTest.playwright-plan.json","testCustomerCannotViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_10","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_10/case-001/AuditLogTest.playwright-plan.json","testAuditLogDisplayFormat","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_2","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_2/case-001/AuditLogTest.playwright-plan.json","testAdminCanViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_2","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_2/case-001/AuditLogTest.playwright-plan.json","testCustomerCannotViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_2","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_2/case-001/AuditLogTest.playwright-plan.json","testAuditLogDisplayFormat","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_3","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_3/case-001/AuditLogTest.playwright-plan.json","testAdminCanViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_3","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_3/case-001/AuditLogTest.playwright-plan.json","testCustomerCannotViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_3","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_3/case-001/AuditLogTest.playwright-plan.json","testAuditLogDisplayFormat","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_4","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_4/case-001/AuditLogTest.playwright-plan.json","testAdminCanViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_4","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_4/case-001/AuditLogTest.playwright-plan.json","testCustomerCannotViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_4","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_4/case-001/AuditLogTest.playwright-plan.json","testAuditLogDisplayFormat","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_5","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_5/case-001/AuditLogTest.playwright-plan.json","testAdminCanViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_5","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_5/case-001/AuditLogTest.playwright-plan.json","testCustomerCannotViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_5","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_5/case-001/AuditLogTest.playwright-plan.json","testAuditLogDisplayFormat","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_6","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_6/case-001/AuditLogTest.playwright-plan.json","testAdminCanViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_6","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_6/case-001/AuditLogTest.playwright-plan.json","testCustomerCannotViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_6","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_6/case-001/AuditLogTest.playwright-plan.json","testAuditLogDisplayFormat","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_7\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_7","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_7/case-001/AuditLogTest.playwright-plan.json","testAdminCanViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_7\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_7","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_7/case-001/AuditLogTest.playwright-plan.json","testCustomerCannotViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_7\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_7","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_7/case-001/AuditLogTest.playwright-plan.json","testAuditLogDisplayFormat","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_8\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_8","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_8/case-001/AuditLogTest.playwright-plan.json","testAdminCanViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_8\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_8","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_8/case-001/AuditLogTest.playwright-plan.json","testCustomerCannotViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_8\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_8","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_8/case-001/AuditLogTest.playwright-plan.json","testAuditLogDisplayFormat","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_9\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_9","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_9/case-001/AuditLogTest.playwright-plan.json","testAdminCanViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_9\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_9","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_9/case-001/AuditLogTest.playwright-plan.json","testCustomerCannotViewAuditLog","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-rbac_9\case-001\AuditLogTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-rbac_9","case-001","監査ログ","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-rbac_9/case-001/AuditLogTest.playwright-plan.json","testAuditLogDisplayFormat","fail","5","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_1\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_1","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_1/case-001/TransferTest.playwright-plan.json","testSuccessfulTransfer","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_1\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_1","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_1/case-001/TransferTest.playwright-plan.json","testInsufficientFunds","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_1\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_1","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_1/case-001/TransferTest.playwright-plan.json","testInvalidAccountNumber","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_10\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_10","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_10/case-001/TransferTest.playwright-plan.json","testSuccessfulTransfer","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_10\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_10","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_10/case-001/TransferTest.playwright-plan.json","testInsufficientFunds","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_10\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_10","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_10/case-001/TransferTest.playwright-plan.json","testInvalidAccountNumber","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_2\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_2","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_2/case-001/TransferTest.playwright-plan.json","testSuccessfulTransfer","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_2\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_2","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_2/case-001/TransferTest.playwright-plan.json","testInsufficientFunds","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_2\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_2","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_2/case-001/TransferTest.playwright-plan.json","testInvalidAccountNumber","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_3\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_3","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_3/case-001/TransferTest.playwright-plan.json","testSuccessfulTransfer","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_3\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_3","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_3/case-001/TransferTest.playwright-plan.json","testInsufficientFunds","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_3\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_3","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_3/case-001/TransferTest.playwright-plan.json","testInvalidAccountNumber","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_4\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_4","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_4/case-001/TransferTest.playwright-plan.json","testSuccessfulTransfer","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_4\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_4","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_4/case-001/TransferTest.playwright-plan.json","testInsufficientFunds","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_4\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_4","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_4/case-001/TransferTest.playwright-plan.json","testInvalidAccountNumber","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_5\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_5","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_5/case-001/TransferTest.playwright-plan.json","testSuccessfulTransfer","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_5\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_5","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_5/case-001/TransferTest.playwright-plan.json","testInsufficientFunds","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_5\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_5","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_5/case-001/TransferTest.playwright-plan.json","testInvalidAccountNumber","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_6\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_6","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_6/case-001/TransferTest.playwright-plan.json","testSuccessfulTransfer","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_6\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_6","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_6/case-001/TransferTest.playwright-plan.json","testInsufficientFunds","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_6\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_6","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_6/case-001/TransferTest.playwright-plan.json","testInvalidAccountNumber","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_7\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_7","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_7/case-001/TransferTest.playwright-plan.json","testSuccessfulTransfer","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_7\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_7","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_7/case-001/TransferTest.playwright-plan.json","testInsufficientFunds","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_7\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_7","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_7/case-001/TransferTest.playwright-plan.json","testInvalidAccountNumber","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_8\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_8","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_8/case-001/TransferTest.playwright-plan.json","testSuccessfulTransfer","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_8\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_8","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_8/case-001/TransferTest.playwright-plan.json","testInsufficientFunds","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-results\gemma-3n-e4b-it\evaluation-results-gemma-transfer_8\case-001\TransferTest.playwright-result.json","gemma-3n-e4b-it","evaluation-results-gemma-transfer_8","case-001","振込","reports/playwright-plans/gemma-3n-e4b-it/evaluation-results-gemma-transfer_8/case-001/TransferTest.playwright-plan.json","testInvalidAccountNumber","fail","12","5","5","browser_click","#submit_button_text","要素が見つかりません: #submit_button_text"
